,o_loc,d_loc,hbw,hbo,nhb,am,md,pm,rd
43,3,6,1310.48717949,1793.33333333,1149.84615385,579.923076923,1371.61538461,814.051282051,796.205128205
44,3,7,1965.76923077,3896.61538462,3290.33333333,1168.56410256,2948.84615384,1382.92307692,1091.48717949
45,3,8,4680.61538461,8937.94871795,4541.56410256,2041.51282051,6436.53846154,4584.87179487,3868.23076923
46,3,9,2696.74358974,5510.28205128,3956.35897436,1707.61538462,4406.8974359,2482.76923077,2001.76923077
47,3,10,2457.79487179,3451.64102564,2392.87179487,1156.23076923,3184.23076923,2603.33333333,1876.28205128
48,3,11,2540.61538462,3599.64102564,1381.64102564,701.461538461,2444.64102564,2269.69230769,1884.02564103
49,3,12,1676.41025641,2268.41025641,1515.69230769,552.153846154,1652.79487179,1093.28205128,828.051282051
50,3,13,3807.94871795,8630.82051281,4929.2051282,2345.66666667,6400.51282052,3347.07692308,2869.74358975
51,3,14,670.512820513,1675.82051282,1364.15384615,443.435897436,1376.25641026,903.666666667,535.205128205
52,3,15,953.846153847,1943.43589744,512.512820513,300.717948718,1116.51282051,1203.02564103,918.410256411
53,3,16,3046.8974359,6398.66666667,4449.82051282,1683.61538462,5204.43589744,3456.87179487,2271.84615385
54,3,17,590.897435898,1485.02564103,497.58974359,311.358974359,893.307692307,702.358974359,677.0
55,3,18,2283.87179487,3384.82051282,2323.84615385,982.307692308,2805.38461538,1976.1025641,1390.79487179
56,3,19,3240.56410256,4194.48717949,2124.66666667,1077.38461538,2983.61538462,2066.02564103,2182.97435897
57,4,1,18234.3333333,25345.8717949,7979.56410256,3454.43589744,21813.4615385,24302.6666667,15101.974359
58,4,2,7847.20512821,14040.4358974,11977.4358974,4092.87179487,11471.7179487,5794.46153846,2846.71794872
59,4,3,4059.12820513,6894.76923077,5405.69230769,1827.1025641,6198.64102564,4109.56410256,2298.15384615
60,4,4,89667.4102564,67053.051282,143686.589744,102595.794872,130399.384615,87590.5384615,125198.717949
61,4,5,3311.56410256,6466.15384615,5252.15384615,1877.94871795,5623.92307692,3547.92307692,1956.56410256
62,4,6,4919.48717949,12393.4102564,6933.58974359,2945.61538462,9440.23076923,6005.76923077,3842.71794872
63,4,7,7749.33333333,15388.025641,13796.6410256,4530.76923077,13267.1282051,8513.12820513,4166.15384615
64,4,8,10773.0512821,17520.7435897,9896.23076923,3961.82051282,14151.7692308,11692.1794872,6714.48717949
65,4,9,2188.17948718,3866.25641026,2431.41025641,911.641025641,3179.64102564,2414.64102564,1460.35897436
66,4,10,8842.33333333,12917.3333333,8797.87179487,3288.35897436,11558.5384615,10285.7948718,6256.82051282
67,4,11,9623.71794872,15178.4871795,8170.64102564,2932.61538462,12347.1025641,11620.0512821,6862.33333333
68,4,12,5248.30769231,7581.0,5577.79487179,1875.48717949,6317.76923077,4581.35897436,2529.51282051
69,4,13,3997.12820513,6320.8974359,3990.97435897,1753.41025641,4836.66666667,3687.53846154,2120.56410256
70,4,14,1391.56410256,1908.12820513,1450.07692308,496.564102564,1539.43589744,1429.97435897,737.923076923
71,4,15,2413.82051282,3507.15384615,1575.58974359,733.615384616,2888.05128205,3078.2051282,1948.2051282
72,4,16,4669.74358974,8724.25641026,5293.76923077,2120.15384615,6908.79487179,5488.87179487,3365.12820513
73,4,17,255.230769231,434.897435898,125.333333333,91.3589743589,292.025641026,368.17948718,189.205128205
74,4,18,9986.66666667,18960.3076923,10735.7179487,4459.0,14432.2307692,11070.9230769,6199.46153846
75,4,19,11110.6923077,21721.6923077,13829.5128205,5813.79487179,17635.5384615,12053.0769231,7502.58974359
76,5,1,13244.8205128,25948.8205128,8102.92307692,3443.1025641,18879.1282051,20571.3076923,12896.0
77,5,2,6373.56410257,14438.1538462,13612.5897436,4648.15384615,12198.5897436,5499.8974359,3613.33333333
78,5,3,827.666666667,1200.07692308,884.0,247.333333333,950.512820513,921.461538461,461.58974359
79,5,4,3394.15384615,7040.69230769,4235.61538461,1738.38461538,4550.17948718,3658.51282051,2508.53846154
