,loc_id,week,ratio
0,1,6,1.0
1,1,7,0.9851741357003545
2,1,8,0.974968501008501
3,1,9,0.9836309185491319
4,1,10,0.9935778964663643
5,1,11,1.009370015191397
6,1,12,0.37746046396794497
7,1,13,0.08413663062153892
8,1,14,0.08130253392762435
9,1,15,0.06779610177227774
10,1,16,0.07601581575092134
11,1,17,0.07510966013471851
12,1,18,0.07669075627224231
13,1,19,0.08407423410190568
14,1,20,0.09163773791668003
15,1,21,0.09580089073687997
16,1,22,0.10234857803770384
17,1,23,0.10670368240103364
18,1,24,0.1093360175842916
19,1,25,0.11797409422741809
20,1,26,0.12047521663566062
21,1,27,0.11947743789292486
22,1,28,0.11948361713564504
23,1,29,0.10695105008418017
24,2,6,1.0
25,2,7,0.9968395277134878
26,2,8,0.9984752494909831
27,2,9,0.9872630415411562
28,2,10,0.9977582200204553
29,2,11,1.0274464831895145
30,2,12,0.605441671392943
31,2,13,0.2677100205265467
32,2,14,0.27675752824661387
33,2,15,0.22909350455159494
34,2,16,0.22911697777826245
35,2,17,0.23090081572428617
36,2,18,0.23250441021252755
37,2,19,0.23483292533700073
38,2,20,0.24604149429140318
39,2,21,0.2534331818286125
40,2,22,0.2622240202372562
41,2,23,0.2672922556412166
42,2,24,0.2718675605907779
43,2,25,0.2912613308360153
44,2,26,0.2981182714272491
45,2,27,0.29820495113449935
46,2,28,0.2989686884303374
47,2,29,0.2689652286852006
48,3,6,1.0
49,3,7,0.9968431549105397
50,3,8,1.0036112168121207
51,3,9,0.9947377077557665
52,3,10,1.0197337320939843
53,3,11,1.1214567790315728
54,3,12,0.6310616044726688
55,3,13,0.29264902771085555
56,3,14,0.3492293447734683
57,3,15,0.3115992429843237
58,3,16,0.31006048015571464
59,3,17,0.3203704958147914
60,3,18,0.31462137211654395
61,3,19,0.33763115847109015
62,3,20,0.34574554100233146
63,3,21,0.3670119676933944
64,3,22,0.37703150842150573
65,3,23,0.3885683172784073
66,3,24,0.31686795886797436
67,3,25,0.3344122032115626
68,3,26,0.3343746993577192
69,3,27,0.3471793442920476
70,3,28,0.3424934962344071
71,3,29,0.27833878345954705
72,4,6,1.0
73,4,7,0.9923673375842036
74,4,8,0.9977308265837054
75,4,9,1.0291493739673248
76,4,10,1.0250273088976394
77,4,11,1.1456497340750724
78,4,12,0.6051929940835632
79,4,13,0.23718791120057314
80,4,14,0.2371878709456213
81,4,15,0.20546734590495386
82,4,16,0.21426781840400758
83,4,17,0.21960480699857374
84,4,18,0.22238945979038816
85,4,19,0.2274686720153227
86,4,20,0.24783957845607194
87,4,21,0.26177214026954015
88,4,22,0.27808541072055165
89,4,23,0.2976066075745358
90,4,24,0.3163866056053926
91,4,25,0.331924174213164
92,4,26,0.3436044439174423
93,4,27,0.3485756820170806
94,4,28,0.3555926439371608
95,4,29,0.2581923769727628
96,5,6,1.0
97,5,7,1.0139773229274038
98,5,8,0.9366985716389339
99,5,9,1.0158209394787217
100,5,10,1.021222205860698
101,5,11,1.0626122809600942
102,5,12,0.6406891474009718
103,5,13,0.20524223236636724
104,5,14,0.21282285377705787
105,5,15,0.1840180631227605
106,5,16,0.193379472831689
107,5,17,0.19281401855396849
108,5,18,0.2127889854218819
109,5,19,0.221799440435871
110,5,20,0.26657046090413783
111,5,21,0.2951435723752025
112,5,22,0.31622735974083344
113,5,23,0.3444460805968684
114,5,24,0.34472095420409365
115,5,25,0.37843469297599763
116,5,26,0.3918936828154911
117,5,27,0.4088425857752908
118,5,28,0.40924753350022086
119,5,29,0.24078927992931823
120,6,6,1.0
121,6,7,0.9893562921226847
122,6,8,0.9803690195667568
123,6,9,0.9977794299202936
124,6,10,1.0221104360635342
125,6,11,1.0845701425150556
126,6,12,0.6087508825498044
127,6,13,0.19789488179802442
128,6,14,0.20453151847376172
129,6,15,0.16836913802684997
130,6,16,0.17607643498318604
131,6,17,0.19072524898793589
132,6,18,0.21227392468798265
133,6,19,0.2286416067384832
134,6,20,0.26437240857659366
135,6,21,0.2898565881929824
136,6,22,0.3029535920432542
137,6,23,0.3274126244310168
138,6,24,0.33870504163766263
139,6,25,0.36867443711888664
140,6,26,0.3707180605244034
141,6,27,0.37586480857014065
142,6,28,0.3759938162574887
143,6,29,0.2566772642346878
144,7,6,1.0
145,7,7,0.9970541143370606
146,7,8,0.9987720865520678
147,7,9,1.0118006604991248
148,7,10,1.0073679859343447
149,7,11,1.0388417291652998
150,7,12,0.5742675465130364
151,7,13,0.15723315071156685
152,7,14,0.15436947593541767
153,7,15,0.13037778394463842
154,7,16,0.13129092710517865
155,7,17,0.13425994208441666
156,7,18,0.16494749429557534
157,7,19,0.17871249854270327
158,7,20,0.20210816070704213
159,7,21,0.2157529496968587
160,7,22,0.2407718748858221
161,7,23,0.2578047380482612
162,7,24,0.27006400905888517
163,7,25,0.29079268980374606
164,7,26,0.2946747734360121
165,7,27,0.2864965191647548
166,7,28,0.29937134752355443
167,7,29,0.24138441440668967
168,8,6,1.0
169,8,7,0.9887904376132386
170,8,8,0.9744795944370559
171,8,9,1.0053465421205563
172,8,10,1.0047705261223323
173,8,11,1.0477400314630108
174,8,12,0.5170731979467573
175,8,13,0.13517607438019674
176,8,14,0.1320762477288623
177,8,15,0.10533972957400095
178,8,16,0.11079763511083082
179,8,17,0.11713514818063553
180,8,18,0.12818468431357638
181,8,19,0.14329746583269298
182,8,20,0.1469798284417953
183,8,21,0.1618773678205556
184,8,22,0.18797215384656493
185,8,23,0.17220817051575305
186,8,24,0.18657277271198755
187,8,25,0.2225098747031195
188,8,26,0.2331805720468129
189,8,27,0.25188301197887203
190,8,28,0.23035389980162424
191,8,29,0.18188698608445297
192,9,6,1.0
193,9,7,0.9943269908386188
194,9,8,0.993199436222692
195,9,9,1.0014975334742777
196,9,10,1.0015327695560254
197,9,11,1.0584038054968288
198,9,12,0.5434989429175476
199,9,13,0.2126937984496124
200,9,14,0.19986786469344608
201,9,15,0.16235024665257222
202,9,16,0.16759161381254403
203,9,17,0.17126497533474278
204,9,18,0.1717648872445384
205,9,19,0.1758368569415081
206,9,20,0.19076814658210006
207,9,21,0.20068710359408032
208,9,22,0.21154862579281183
209,9,23,0.22032828282828282
210,9,24,0.22939790345313602
211,9,25,0.23493657505285412
212,9,26,0.24152131782945738
213,9,27,0.2542393410852713
214,9,28,0.2508632840028189
215,9,29,0.22155787526427062
216,10,6,1.0
217,10,7,0.9962089701427053
218,10,8,0.9779870950982169
219,10,9,0.9976740150309708
220,10,10,1.0159531148345873
221,10,11,1.0462189851623602
222,10,12,0.4368764692192407
223,10,13,0.12312410084404535
224,10,14,0.1154318114968625
225,10,15,0.09666080081546316
226,10,16,0.10265105147130146
227,10,17,0.10463005983809086
228,10,18,0.1084876662488443
229,10,19,0.11587720926525638
230,10,20,0.12650609492246537
231,10,21,0.137071692383668
232,10,22,0.1452157283657477
233,10,23,0.15538555064106552
234,10,24,0.1596342045625954
235,10,25,0.17193476582857772
